# NOAA Paleoclimatology Program - Paleocean Site Data
# odp1123-tab.txt
# Complete Data
# File Created: 28-Oct-2008
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Martin Crundwell
# Core/Site:      ODP1123
# Latitude:       41.47.12S	( -41.78667)
# Longitude:      171.29.54W	( -171.4983)
# Water Depth(m): 3290
#
# Publications:
#   Crundwell, M., G. Scott, T. Naish, and L. Carter. 2008. Glacial-interglacial
#     ocean climate variability from planktonic foraminifera during the Mid-Pleistocene
#     transition in the temperate Southwest Pacific, ODP Site 1123.  Palaeogeography,
#     Palaeoclimatology, Palaeoecology, 260(1-2), 202-229.
#------------------
#
# Description & Notes:
#   Southwest Pacific ODP1123 Mid-Pleistocene Transition Foraminiferal SST Data
#   
#
# Variables:
#             depth         Depth (cm)
#             yrBP          radiocarbon years B.P. (Libby half-life; B.P. = 1950)
#             b.digit       Beella digitata count (Count)
#             echin         Echinoid count (Count)
#             fish.te       Fish teeth count (Count)
#             forams-b      Benthic Foraminifers (Count)
#             foramsfrag    Foraminifers Fragments
#             frag-plank%   Fragmentation percent (Planktic foraminifera)
#             g.aequi       Globigerinella aequilateralis (Count)
#             g.bull        Globigerina bulloides (Count)
#             g.calid       Globigerina calida (Count)
#             g.falco       Globigerina falconensis (Count)
#             g.glut        Globigerinita glutinata (Count)
#             g.infla       Globorotalia inflata (Count)
#             g.rub         Globigerinoides ruber (Count)
#             g.sac         Globigerinoides sacculifer (Count)
#             glass/pum     Glass shards/pumice count (Count)
#             hr.hirsu      Hirsutella hirsuta count (Count)
#             hr.scit       Hirsutella scitula count (Count)
#             n.incomp      Neogloboquadrina incompta count (Count)
#             n.pachy       Neogloboquadrina pachyderma (Count)
#             o.univer      Orbulina universa (Count)
#             ostrac        Ostracods count (Count)
#             p.obliq       Pulleniatina obliquiloculata (Count)
#             plank         Planktonic foraminifers (Count)
#             pyr.ag        Pyrite aggregates count (Count)
#             radio         Radiolarians (Count)
#             s.dehisc      Sphaeroidinella dehiscens (Count)
#             spicul        Sponge spicules count (Count)
#             sst-ANN       Sea surface temperature, artificial neural network (C)
#             t.humil       Turborotalita humilis count (Count)
#             t.quinq       Turborotalita quinqueloba count (Count)
#             tr.crass      Truncorotalia crassaformis count (Count)
#             tr.crsula     Truncorotalia crassula count (Count)
#             tr.trunc-l    Truncorotalia Truncatulinoides (left coiling) (Count)
#             tr.trunc-r    Truncorotalia Truncatulinoides (right coiling) (Count)
#
# CORE: ODP1123
depth	yrBP 	b.digit	echin	fish.te	forams-b	foramsfrag	frag-plank%	g.aequi	g.bull	g.calid	g.falco	g.glut	g.infla	g.rub	g.sac	glass/pum	hr.hirsu	hr.scit	n.incomp	n.pachy	o.univer	ostrac	p.obliq	plank	pyr.ag	radio	s.dehisc	spicul	sst-ANN	t.humil	t.quinq	tr.crass	tr.crsula	tr.trunc-l	tr.trunc-r	notes
3590	1013800	-999	-999	-999	-999	-999	4.1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 99 101
3590	884600	-999	-999	-999	-999	-999	-999	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 40 42
3590	1013800	-999	-999	-999	-999	-999	-999	3	49	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 99 101
3590	884600	-999	-999	-999	-999	-999	-999	-999	106	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 40 42
3590	1013800	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 99 101
3590	884600	-999	-999	-999	-999	-999	-999	-999	-999	0	6	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 40 42
3590	1013800	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 99 101
3590	884600	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	14	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 40 42
3590	1013800	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	16	148	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 99 101
3590	884600	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	126	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 40 42
3590	1013800	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 99 101
3590	884600	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 40 42
3590	1013800	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 99 101
3590	884600	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 40 42
3590	1013800	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 99 101
3590	884600	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 40 42
3590	1013800	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 99 101
3590	884600	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	231	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 40 42
3590	1013800	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	119	67	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 99 101
3590	884600	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	16	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 40 42
3590	1013800	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 99 101
3590	884600	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 40 42
3590	1013800	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 99 101
3590	884600	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	556	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 40 42
3590	1013800	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	423	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 99 101
3590	884600	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	17	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 40 42
3590	1013800	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	10	0	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 99 101
3590	884600	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 40 42
3590	1013800	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 99 101
3590	884600	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	15.753	-999	-999	-999	-999	-999	-999	C 4 H 6 40 42
3590	1013800	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	11.908	0	-999	-999	-999	-999	-999	B 5 H 3 99 101
3590	884600	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	C 4 H 6 40 42
3590	1013800	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5	-999	-999	-999	-999	B 5 H 3 99 101
3590	884600	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	0	-999	-999	-999	C 4 H 6 40 42
3590	1013800	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	B 5 H 3 99 101
3590	884600	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	38	-999	-999	C 4 H 6 40 42
3590	1013800	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	10	0	-999	B 5 H 3 99 101
3590	884600	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	0	C 4 H 6 40 42
3590	1013800	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	B 5 H 3 99 101
3595	886000	0	0	0	10	119	3	3	117	2	0	18	107	1	0	0	0	2	142	32	2	0	0	469	1	17	0	0	13.686	0	6	0	37	0	0	C 4 H 6 45 47
3599	1015900	0	0	0	8	104	3.7	1	33	0	2	10	125	3	0	0	0	0	106	44	1	1	0	333	1	3	0	0	12.941	0	5	0	3	0	0	B 5 H 3 108 110
3600	887400	0	0	0	20	182	3.7	4	129	0	0	14	164	3	0	1	0	1	162	38	6	0	0	575	1	15	0	0	13.888	0	12	0	42	0	0	C 4 H 6 50 52
3605	888700	0	1	0	17	190	3.4	6	155	2	1	37	153	1	0	0	0	4	188	33	6	0	0	652	7	51	0	0	14.058	0	11	1	54	0	0	C 4 H 6 55 57
3610	1018400	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 119 121
3610	890100	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 60 62
3610	1018400	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 119 121
3610	890100	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 60 62
3610	1018400	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 119 121
3610	890100	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 60 62
3610	1018400	-999	-999	-999	21	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 119 121
3610	890100	-999	-999	-999	25	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 60 62
3610	1018400	-999	-999	-999	-999	169	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 119 121
3610	890100	-999	-999	-999	-999	229	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 60 62
3610	1018400	-999	-999	-999	-999	-999	16.1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 119 121
3610	890100	-999	-999	-999	-999	-999	5.1	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 60 62
3610	1018400	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 119 121
3610	890100	-999	-999	-999	-999	-999	-999	-999	132	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 60 62
3610	1018400	-999	-999	-999	-999	-999	-999	-999	17	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 119 121
3610	890100	-999	-999	-999	-999	-999	-999	-999	-999	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 60 62
3610	1018400	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 119 121
3610	890100	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	15	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 60 62
3610	1018400	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5	87	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 119 121
3610	890100	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	183	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 60 62
3610	1018400	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 119 121
3610	890100	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	7	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 60 62
3610	1018400	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 119 121
3610	890100	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 60 62
3610	1018400	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 119 121
3610	890100	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	7	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 60 62
3610	1018400	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	120	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 119 121
3610	890100	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	71	53	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 60 62
3610	1018400	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	62	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 119 121
3610	890100	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 60 62
3610	1018400	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 119 121
3610	890100	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 60 62
3610	1018400	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 119 121
3610	890100	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	507	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 60 62
3610	1018400	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	327	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 119 121
3610	890100	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	19	91	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 60 62
3610	1018400	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	0	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 119 121
3610	890100	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 60 62
3610	1018400	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 119 121
3610	890100	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 60 62
3610	1018400	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	11.668	-999	-999	-999	-999	-999	-999	B 5 H 3 119 121
3610	890100	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	10.758	0	-999	-999	-999	-999	-999	C 4 H 6 60 62
3610	1018400	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	2	-999	-999	-999	-999	B 5 H 3 119 121
3610	890100	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	11	-999	-999	-999	-999	C 4 H 6 60 62
3610	1018400	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	B 5 H 3 119 121
3610	890100	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	C 4 H 6 60 62
3610	1018400	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	31	-999	-999	B 5 H 3 119 121
3610	890100	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	26	-999	-999	C 4 H 6 60 62
3610	1018400	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	B 5 H 3 119 121
3610	890100	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	C 4 H 6 60 62
3610	1018400	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	B 5 H 3 119 121
3610	890100	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	C 4 H 6 60 62
3615	891400	0	0	0	22	159	5.1	2	106	0	1	9	114	1	0	22	0	1	65	21	0	0	0	349	11	66	0	1	12.358	0	2	1	26	0	0	C 4 H 6 65 67
3620	892800	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 70 72
3620	1020700	0	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 129 131
3620	892800	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 70 72
3620	1020700	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 129 131
3620	892800	-999	-999	0	38	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 70 72
3620	1020700	-999	-999	-999	6	110	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 129 131
3620	892800	-999	-999	-999	-999	223	7.7	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 70 72
3620	1020700	-999	-999	-999	-999	-999	4.4	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 129 131
3620	892800	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	C 4 H 6 70 72
3620	1020700	-999	-999	-999	-999	-999	-999	3	15	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	B 5 H 3 129 131
