# NOAA Paleoclimatology Program - Paleocean Site Data
# r13-110p-tab.txt
# Complete Data
# File Created: 18-Jan-2005
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Nicklas G. Pisias
# Core/Site:      RC13-110
# Latitude:       0.00.00N	( 0)
# Longitude:      96.00.00W	( -96)
# Water Depth(m): 3231
#
# Publications:
#   Pisias, N.G., and A.C. Mix. 1997. Spatial and temporal oceanographic variability
#     of the eastern equatorial Pacific during the late Pleistocene: Evidence from
#     Radiolaria microfossils. Paleoceanography 12(3):381-393.
#------------------
#
# Description & Notes:
#   Eastern Equatorial Pacific Radiolaria Data.
#   Eight Radiolaria-based SST records covering the past 150 KYrBP are dominated
#   by the orbital frequency periods plus a non-orbital 31KYr period. Last Glacial
#   Maximum SST cooling is estimated at 3 to 5 degrees C.
#
# Variables:
#             depth         Depth (cm)
#             yrBP          radiocarbon years B.P. (Libby half-life; B.P. = 1950)
#             a.dent%       Antarctissa denticulata percent
#             a.ophir%      Anthocyrtidium ophirense percent
#             antarc.r      Antarctic radiolarian factor assemblage
#             b.aquil%      Botryostrobus aquilonaris percent
#             b.aur/aus%    Botryostrobus auritus/australis group percent
#             bering.r      Bering Sea radiolarian factor assemblage
#             c.bicor%      Cycladophora bicornis percent
#             c.boreal%     Ceratospyris borealis percent
#             c.dav2%       Cycladophora davisiana davisiana percent
#             c.davcor%     Cycladophora davisiana cornutoides percent
#             commun        Communality
#             d.hirun%      Dictyophimus hirundo percent
#             d.prof%       Dictyocoryne profunda percent
#             d.tetra%      Didymocyrtis tetrahalamus percent
#             e.delic%      Echinomma delicatum percent
#             e.fur+eleg%   Euchitonia furcata + Euchitonia elegans percent
#             e.trian%      Euchotonia triangulum percent
#             ebc.r         eastern boundary current radiolarian factor assemblage
#             ecf.lepto%    Echinomma cf leptodermum percent
#             g.angul%      Giraffospyris angulata percent
#             gyrmar.r      gyre margin radiolarian factor assemblage
#             h.aster%      Heliodiscus astericus percent
#             h.entha%      Hexacontium enthacanthum percent
#             h.euclid%     Hymenastrium euclidis percent
#             l.butsch%     Larcopyle butschlii percent
#             l.juno%       Lamprocyclas junonis percent
#             l.minor%      Lithelius minor percent
#             l.nigri%      L. nigriniae percent
#             l.retic%      Liriospyris reticulata percent
#             p.antarc%     Prunopyle antarctica percent
#             p.clau+zan%   Pterocorys clausus and Pterocorys zancleus percent
#             p.corb%       Phormostichoartus corbula percent
#             p.mini%       Pt minithorax percent
#             p.prae+euc%   Pterocanium praetextum and Pterocanium eucolpum percent
#             p.spino%      Polysolenia spinosa percent
#             porod.b%      Porodiscus sp. B percent
#             ptero.sp%     Pterocanium sp. Percent
#             radio         Radiolarians (Count)
#             s.aster%      Stylochlamydium asteriscus percent
#             s.ellip%      Spongurus elliptica percent
#             s.oscul%      Spongopyle osculosa percent
#             s.tetra%      Spongaster tetras percent
#             s.valid%      Stylodictya validispina percent
#             seasdif       August to February SST difference (C)
#             spong.sp%     Spongurus sp.-percent
#             sst           Sea Surface Temperature (C)
#             t.oct+o.ste%  Tetrapyle octacantha and Octopyle stenozona percent
#             t.scaph%      Tholospyris scaphipes percent
#             t.trach2%     Theocorythium trachelium trachelium percent
#             transit.r     Transitional radiolarian factor assemblage
#             tropic.r      Tropical radiolarian factor assemblage
#             wpacif.r      Western Pacific radiolarian factor assemblage
#
# CORE: RC13-110
depth	yrBP 	a.dent%	a.ophir%	antarc.r	b.aquil%	b.aur/aus%	bering.r	c.bicor%	c.boreal%	c.dav2%	c.davcor%	commun	d.hirun%	d.prof%	d.tetra%	e.delic%	e.fur+eleg%	e.trian%	ebc.r	ecf.lepto%	g.angul%	gyrmar.r	h.aster%	h.entha%	h.euclid%	l.butsch%	l.juno%	l.minor%	l.nigri%	l.retic%	p.antarc%	p.clau+zan%	p.corb%	p.mini%	p.prae+euc%	p.spino%	porod.b%	ptero.sp%	radio	s.aster%	s.ellip%	s.oscul%	s.tetra%	s.valid%	seasdif	spong.sp%	sst	t.oct+o.ste%	t.scaph%	t.trach2%	transit.r	tropic.r	wpacif.r	
881	419447	0	1.26	0.1629	0.88	2.27	0.0004	0	0	0.13	0	0.85	0	0	1.51	0.63	0.76	0	0.3611	0.51	1.13	-0.1411	0.25	0.38	0.63	1.26	0.25	1.89	0.63	0.13	0.13	4.16	0.13	1.51	2.14	0.51	0.13	0	792	3.78	0	0.38	0.25	0.51	3.42	0.13	23.25	6.94	1.13	0.63	0.3239	0.7482	-0.0921	
891	424406	0	1.1	0.1761	0.83	3.3	0.0223	0	0	0.41	0.14	0.8886	0	0.14	1.65	0.69	0.41	0.14	0.3883	0.14	0.41	-0.1657	0.83	0.69	0.28	0.96	0	0.96	0.41	0.28	0.41	4.12	0.28	1.51	1.1	0.14	0.41	0	727	2.88	0	0.41	0.41	0.69	2.86	0.41	24.04	10.8	2.06	0	0.3158	0.7461	-0.1495	
901	429247	0	0	0.2254	0.63	1.52	0.1067	0	0	0.13	0.25	0.861	0	0.25	1.26	1.14	0.76	0	0.4684	0.25	0	-0.0918	0	1.39	0.51	1.14	0.38	1.9	1.64	0.13	0.25	2.78	0.25	1.77	1.14	0.38	0	0.89	789	3.42	0	0.63	0	1.14	4.88	1.01	22.2	6.97	1.64	0.13	0.4035	0.6375	0.0433	
911	434060	0	0	0.1864	0.28	1.12	0.0552	0	0	0.7	0	0.8835	0	0.14	1.68	2.1	0.84	0.14	0.4344	0.56	0.14	-0.0614	0	0.7	0.42	0.56	0.42	1.26	0.84	0	0.56	5.04	0.28	1.54	0.7	0.56	0.28	0.7	714	2.8	0	0.7	0.14	0.84	5.06	0.42	21.5	8.26	0.84	0	0.4622	0.663	-0.0074	
921	438991	0	0.27	0.1905	0.67	1.73	0.0765	0	0	0.13	0.13	0.8753	0	0.13	2.4	1.33	0.4	0.13	0.5013	0.13	0.4	-0.0473	0.27	0.8	0.67	0.67	0.4	1.6	1.06	0.27	0.94	5.21	0.4	1.33	1.06	0.8	0.27	0.8	748	0.94	0	0.53	0.4	0.67	4.98	1.2	22.62	7.62	1.06	0.13	0.4098	0.6397	-0.0498	
931	444005	0	0.27	0.169	0.27	1.36	0.0339	0	0	0.14	0.14	0.8905	0	0	1.91	1.77	0.41	0	0.4063	0.55	0.27	-0.1566	0.41	1.5	0.41	1.09	0.68	0.68	0.27	0	0.27	5.6	0.14	0.96	1.5	0.41	0.27	0.55	731	2.46	0	0.55	0.27	1.09	4.39	0.68	22.55	8.75	0.68	0.27	0.4136	0.7052	-0.0532	
941	449017	0	0.52	0.1605	0.39	1.57	-0.0237	0	0	0.13	0	0.8661	0	0	3.93	1.57	0.66	0	0.411	0.92	0.39	-0.0928	0.26	0.39	1.57	0.66	0.52	1.04	1.04	0	0.39	5.38	0.13	1.31	0.92	0.26	0.13	0.52	762	2.62	0	0.52	0.26	0.26	3.98	0.79	22.97	8.13	0.92	0	0.3426	0.734	-0.0782	
951	454095	0	0.26	0.1772	0.26	2.2	0.0668	0	0	0.13	0.26	0.8248	0	0.13	3.37	0.39	0.26	0.13	0.4556	1.29	0.52	-0.1738	0.13	0.65	0.91	0.78	0.26	1.03	1.03	0	0.52	7.26	0.13	0.52	0.26	0.39	0.26	0.52	771	1.94	0	0.13	0	0.65	4.22	0.26	22.65	6.87	2.46	0	0.3596	0.6494	0.0111	
961	459293	0	0.13	0.1647	0.79	1.45	0.0673	0	0	0.13	0.13	0.8977	0	0	3.83	0.66	0.79	0	0.4661	0.93	0.13	-0.1338	0.13	1.05	0.93	1.32	0.66	1.45	1.32	0	0.79	5.95	0.13	1.32	0.13	0.79	0.26	0.26	756	2.64	0	0.26	0.26	0.53	5.03	1.05	22.96	8.73	0.79	0.13	0.3947	0.6837	0.0875	
971	464427	0	0	0.1728	0.24	0.97	0.0286	0	0	0.48	0.12	0.9122	0	0	2.05	1.08	0.36	0.24	0.3615	0.97	0	-0.1779	0.12	0.97	1.08	1.08	0.48	1.2	0.72	0.12	0.48	5.31	0.12	0.85	0.6	0.24	0.48	0.48	828	4.95	0	0.48	0.48	0.36	5.47	0.72	22.04	7.85	0.85	0	0.4289	0.729	0.0615	
981	468995	0	0	0.2277	1.14	0.86	0.0821	0	0	0.14	0	0.8876	0	0.14	1.85	1.14	0.72	0.29	0.3974	1.14	0.14	-0.1745	0.14	0.57	0.57	1.28	1.14	1.71	0.57	0.29	0.43	6.58	0.14	0.86	0.57	0.57	0.72	0	699	4.72	0	0.43	0.14	0.86	5.22	1.28	21.42	6.72	1.71	0	0.433	0.6677	0.0855	
991	472626	0	0.13	0.2096	0.65	2.08	0.1157	0	0	1.04	0	0.8993	0	0	1.43	0.65	0.26	0	0.4929	0.26	0	-0.1555	0.26	0.91	0.65	0.91	0.52	0.91	0.65	0	0.52	4.04	0.13	0.78	1.04	0.26	0.65	0.65	767	1.95	0	0.65	0.52	0.91	5.14	1.43	22.51	8.21	1.56	0	0.4277	0.626	0.0067	
1001	475447	0	0.39	0.1888	0.52	2.34	0.0836	0	0	0.39	0.13	0.8893	0	0	2.74	1.56	0	0	0.4545	0.91	0.39	-0.0912	0.39	1.69	0.52	1.43	0.78	2.48	1.56	0	0.78	4.3	0.26	0.65	0.39	0.26	0.26	0.65	766	2.61	0	0.52	0.26	0.39	5.26	0.78	21.18	8.48	0.91	0	0.481	0.6293	0.0666	
1011	478142	0	1.15	0.2031	0.77	2.94	0.1043	0	0	0.26	0.13	0.8679	0	0	1.02	0.9	1.28	0.26	0.4131	0.9	0.13	-0.1571	0.38	1.02	0.9	1.15	0.51	1.4	0.64	0.64	0.64	3.2	0.13	1.4	0.77	0.9	0.38	0.38	781	3.2	0	0.38	0.38	0.9	4.81	0.9	22.59	6.78	1.28	0	0.398	0.6797	0.0071	
1021	481680	0	0.48	0.1703	0.24	1.91	0.0536	0	0	0.12	0.12	0.8699	0	0.12	1.31	0.84	0.6	0.24	0.4642	0.6	0.12	-0.2092	0.24	0.48	0.12	1.07	0.6	0.72	0.72	0.12	0	7.06	0.12	2.27	1.43	0.24	0.24	0.72	835	3.59	0	0.24	0.12	1.07	3.85	0.72	23.59	8.14	1.31	0.12	0.3469	0.6758	-0.0415	
1031	486174	0	0.4	0.1686	0.67	1.2	-0.0568	0	0	0.27	0.13	0.8407	0	0	2.94	2.27	1.33	0.27	0.3709	0.13	0.27	-0.1056	0	0.8	0.27	1.07	1.07	1.2	0.54	0	0	7.22	0.13	2.14	1.07	0.54	0	0.13	747	2.81	0	0.67	0.27	0.94	3.54	0.54	21.99	8.43	1.74	0	0.3548	0.7177	-0.1386	
1041	492403	0	0.83	0.1548	0.28	1.38	0.0414	0	0	0.14	0.28	0.8186	0	0	2.21	0.97	0.42	0.14	0.415	0.55	0.97	-0.126	0.42	0.55	0.28	0.55	0.28	1.1	0.55	0.14	0.28	5.67	0	8.86	0.69	0.42	0.28	0	722	4.01	0	0.28	0.14	1.52	3.33	0.14	23.64	9.41	1.24	0	0.3029	0.7057	-0.1227	
1051	500072	0	0.66	0.186	0.66	1.71	0.062	0	0	0.4	0.26	0.7967	0	0	1.31	1.44	0.53	0.13	0.4398	0.13	0	-0.119	0.26	0.4	0.4	0.92	0.26	1.18	0.66	0	0.4	4.61	0	8.69	0.26	0.4	0.53	0	759	4.34	0	0.79	0.26	0.79	3.92	0.53	22.65	9.35	1.44	0	0.3417	0.6558	-0.0617	
1061	507987	0	0.26	0.1647	0.89	2.16	0.0471	0	0	0.26	0	0.8242	0	0	1.53	0.77	0.64	0.13	0.4625	0.38	0.26	-0.1586	0.26	0.77	0.89	1.14	0.51	1.14	0.77	0	0.26	3.82	0	6.76	0.89	0.77	0	0.38	784	3.44	0	0.26	0.51	0.64	3.71	0.77	23.76	7.14	1.4	0	0.3024	0.6802	-0.0401	
1071	515648	0	0.71	0.1604	0.85	1.84	0.0316	0	0	0	0	0.7618	0	0	2.12	0.99	0.57	0.14	0.4287	0.14	0	-0.1228	0.28	0.28	0.71	0.43	0.57	0.85	0.28	0	0.14	7.37	0.28	5.1	0.57	1.41	0.57	0	705	2.69	0.28	0.14	0	1.84	3.49	0.43	22.83	7.37	1.41	0	0.2985	0.6665	-0.0536	
1081	523458	0	0.51	0.1777	0.77	1.54	0.0276	0	0	0	0.13	0.8417	0	0.13	0.9	1.54	0.51	0.26	0.4045	0.51	0.51	-0.1659	0.51	0.64	0.64	0.9	0.64	1.15	0.64	0.64	0.26	4.89	0.13	6.04	1.41	0.39	0.51	0.64	777	3.98	0	0.13	0.51	1.28	3.1	0.51	23.23	8.75	1.93	0	0.3315	0.7012	-0.1291	
1091	531759	0	1	0.1808	0.71	1.28	0.0495	0	0	0.14	0	0.8492	0	0	1.42	1.28	0.43	0.14	0.4647	0.43	1	-0.0962	0.14	1	0.43	0.71	0.43	1.42	0.71	0.43	0.57	2.84	0	7.39	1.99	0.85	0.28	0.43	703	2.56	0	0.28	0.14	1	3.92	1.13	23.54	8.81	1.56	0	0.3257	0.6791	-0.147	
1101	541337	0	0.13	0.1834	0.4	1.46	0.0774	0	0	0.13	0.4	0.8229	0	0.13	1.73	0.8	0.93	0.53	0.457	0.8	0.13	-0.158	0.13	0.53	0.13	1.73	0.53	1.19	0.4	0.13	0.13	3.86	0	7.72	0.27	0.13	0.13	0.4	751	3.32	0	0.27	0.13	0.93	3.91	0.67	23.43	8.52	1.73	0	0.3257	0.6641	-0.0496	
1111	551111	0	0.38	0.1772	0.51	1.78	0.012	0	0	0.13	0	0.8296	0	0	1.27	1.78	0.38	0	0.5328	0.25	0	-0.1278	0.13	1.01	0.13	1.14	0.51	1.27	0.76	0.25	0.64	5.59	0.13	7.12	0.64	0.38	0.13	0.64	786	2.03	0	0.38	0.13	0.13	3.91	1.14	22.67	8.52	2.03	0	0.3614	0.5985	-0.0947	
1121	559357	0	0.88	0.1709	0.38	1.63	0.0846	0	0	0	0	0.7891	0	0.13	2.76	1.25	0.63	0.13	0.5099	0.5	0	-0.1525	0.5	0.75	1.13	0.75	0.25	0.5	1.5	0	0.88	4.15	0	9.3	0.63	0	0.38	0.13	795	2.01	0	0.63	0.13	0.88	3.98	0.63	23.56	5.78	1.5	0	0.2984	0.6094	-0.0952	
1131	565379	0	0.4	0.1422	0.66	1.32	0.109	0	0	0.26	0.26	0.8381	0	0	1.32	0.66	0.4	0.4	0.5398	0.66	0.13	-0.2075	0	1.05	1.32	0.66	0.53	0.66	0.66	0.13	0.53	7.14	0.13	8.2	1.58	0.66	0.53	0.13	756	2.24	0	0.13	0.13	0.66	4.45	0.53	24.01	7.01	1.32	0	0.3282	0.6003	-0.0586	
1141	570276	0	0.65	0.1516	0.26	2.85	0.0888	0	0	0.26	0	0.7317	0	0	1.03	1.16	0.13	0.39	0.544	0.13	0	-0.0716	0	0.91	0.26	0.39	0.13	0.91	1.68	0.13	0.39	2.85	0.13	12.4	0.52	0.91	0	0.65	770	2.33	0	0.52	0.26	0.39	4.38	1.03	23.11	7.01	0.91	0	0.2838	0.5638	-0.0375	
1151	574622	0	0.87	0.1654	1.49	3.74	0.113	0	0	0.12	0.25	0.8257	0	0	1.74	0.37	0.5	0	0.562	0.5	0.12	-0.2096	0	0.62	0.87	0.62	0.37	0.37	0.62	0.12	0.12	4.98	0.37	7.23	0.75	0.25	0.37	0.12	802	2.74	0	0.37	0	0.25	4	0.75	25.43	7.35	2.36	0	0.2266	0.6038	-0.0994	
1161	578835	0	0.62	0.1972	0.75	2.6	0.1243	0	0	0	0.37	0.8123	0	0.12	3.22	0.87	0.12	0	0.4769	0.75	0.5	-0.0714	0.62	0.62	0.99	0.5	0.5	1.24	0.62	0.12	0.12	1.86	0	7.2	0.37	0.25	0.5	0	805	2.6	0	0.25	0	0.75	4.21	0.99	24.49	7.2	2.23	0	0.2602	0.6714	-0.0834	
1171	583083	0	0.12	0.2156	0.59	3.2	0.1164	0	0	0.12	0.12	0.7685	0	0.12	3.08	1.78	0.71	0.12	0.4197	0.48	0.36	-0.0672	0.36	1.18	1.06	0.83	0.48	1.66	0.71	0.12	0.48	1.78	0.12	8.78	1.42	0.36	0.71	0.24	842	2.85	0	1.3	0	1.54	4.16	0.59	22.14	5.1	1.66	0	0.3423	0.6328	-0.101	
1181	587294	0	0.57	0.1886	1.13	4.67	0.1567	0	0	0.14	0	0.772	0	0	2.26	0.57	0.71	0	0.5	0.99	0.28	-0.1489	0	0.99	0.99	0.57	0.28	0.71	1.13	0	0.42	0.99	0.14	7.36	2.4	0.42	0.85	0.14	706	2.4	0	0.42	0	0.99	4.24	0.99	24.28	5.52	2.26	0	0.2505	0.603	-0.1153	
1191	591716	0	0.52	0.2047	0.52	3.76	0.0876	0	0	0	0.39	0.7805	0	0	1.94	0.78	0.26	0.39	0.5063	0.13	0.39	-0.123	0.26	0.52	0.26	0.78	0.26	1.16	1.03	0	0.78	3.63	0.13	7.26	2.07	0.52	0.26	0.13	771	1.42	0	1.03	0.13	0.78	4.1	1.42	23.02	5.83	1.68	0	0.3014	0.5892	-0.1468	
1201	597038	0	0.76	0.1681	0.25	2.78	0.044	0	0	0.13	0	0.74	0	0.13	2.4	1.52	0.51	0.25	0.4193	0.51	0.25	-0.1329	0.38	0.51	0.51	0.76	0.25	0.76	0.38	0	0.25	3.67	0.25	9.88	1.26	0.76	0.13	0.25	789	3.04	0.25	0.13	0	1.14	3	1.26	22.74	5.32	2.15	0	0.2836	0.6483	-0.1252	
1210	602708	0	0.13	0.1584	0.52	2.49	0.0688	0	0	0.39	0.13	0.7637	0	0	2.88	1.04	0.39	0.39	0.425	0.66	0.13	-0.0684	0.39	0.39	0.92	0.52	0.26	1.44	0.79	0	0.52	1.96	0	9.71	0.39	0.26	0.26	0.26	762	3.41	0	0	0.39	0.52	3.7	0.66	23.31	7.08	1.83	0	0.2835	0.6806	-0.0705	
1220	609736	0	1.12	0.1857	0.5	3.86	0.1407	0	0	0	0.25	0.7963	0	0	1.12	0.62	0.25	0	0.559	0.5	0.37	-0.1537	0.25	1.12	0.37	0.25	0.25	0.75	0.37	0	0.12	3.11	0	7.85	1	0.5	0.12	0.25	802	2.49	0	0.12	0	0.62	4.69	1.87	24.71	6.35	1.87	0	0.2456	0.5829	-0.0759	
1231	616498	0	0.84	0.1625	0.42	3.16	0.0667	0	0	0	0.11	0.7617	0	0	2.32	0.95	0.21	0.21	0.4397	0.53	0.32	-0.1074	0.42	0.53	0.95	0.21	0.21	0.95	0.21	0	0.11	3.37	0	9.82	0.74	0.63	0.11	0.21	947	4.11	0	0.21	0.32	0.63	3.11	1.05	24.23	7.18	1.26	0	0.2224	0.6854	-0.0815	
1241	621304	0	0.91	0.1523	0.13	4.81	0.1353	0	0	0	0.26	0.6991	0	0	1.3	0.91	0.39	0.39	0.4706	0.39	0.39	-0.0649	0.13	1.43	0.65	0.26	0	2.21	0.39	0	0.26	0.91	0	11.7	0.65	0	0.78	0.13	768	2.73	0	0	0	0.39	4.25	0.65	23.04	5.46	1.17	0	0.2616	0.5956	-0.0934	
1251	625522	0	0.69	0.1705	0.69	2.88	0.1693	0	0	0.14	0.14	0.7782	0	0	0.96	0.69	0.41	0	0.5166	1.37	0.27	-0.1792	0.27	0.55	0.41	0.82	0.41	0.14	1.09	0.14	0.55	0.96	0.14	11.6	1.92	0	0.96	0	728	2.33	0	0.69	0.14	0.69	4.48	0.55	24.34	7.28	1.09	0	0.257	0.5791	-0.1414	
1261	629739	0	0.24	0.1638	0.73	3.39	0.085	0	0	0	0.12	0.7682	0	0	1.81	0.73	0.24	0.24	0.4515	0.48	0.36	-0.1037	0.36	1.21	0.48	1.21	0.36	0.97	0.61	0.12	0.24	0.97	0.24	9.45	0.97	0.48	0.24	0.24	825	2.18	0	0.24	0.12	1.33	3.59	0.73	23.72	7.87	1.09	0	0.2691	0.6593	-0.111	
1271	633957	0	0.56	0.1915	0.7	2.93	0.1132	0	0	0.28	0.14	0.8061	0	0.14	1.25	0.42	0.28	0.14	0.5769	0.42	0.28	-0.1176	0.14	1.11	0.56	0.56	0.28	1.11	0.56	0	0.42	2.37	0.14	13.4	0.7	0.14	0.28	0.42	715	1.53	0	0.56	0.14	0.42	4.92	0.84	24.42	8.39	2.51	0	0.2622	0.5723	-0.1169	
1281	638174	0	0.27	0.1659	0.27	4.25	0.1126	0	0	0.14	0.41	0.7286	0	0.14	1.37	1.09	0.27	0.41	0.5037	0.55	0.27	-0.0922	0.27	0.96	0.27	0.27	0.69	0.96	0.69	0.14	0.69	2.05	0	14.1	1.5	0	0.14	0.55	729	2.05	0	0.41	0.14	0.69	4.46	0.27	22.98	6.31	1.64	0.14	0.2769	0.5723	-0.1486	
1291	642392	0	0.27	0.1501	0.67	2.41	0.1638	0	0	0.54	0.27	0.7935	0	0.27	1.87	1.07	0	0	0.5827	0.27	0	-0.0936	0	0.81	0.13	0.54	0.27	1.34	0.67	0.27	0.27	3.08	0	16.6	1.47	0.13	1.07	0.67	745	1.74	0	0.13	0	0.4	6.19	0.54	23.82	7.65	2.14	0	0.3075	0.5366	-0.1159	
1301	646609	0	0.83	0.1177	0.14	2.92	0.132	0	0	0	0.14	0.7417	0	0	1.66	1.11	0.28	0.28	0.525	0.56	0.28	-0.1258	0	1.11	0.97	1.52	0.14	1.11	0.97	0	0.42	1.66	0	16.4	2.08	0.14	0.28	0.42	719	1.66	0	0.28	0.42	0.42	4.75	0.28	23.6	6.25	0.56	0	0.28	0.5724	-0.1137	
1311	650827	0	0.51	0.1466	0.25	3.92	0.109	0	0	0	0.25	0.7461	0	0	2.15	0.51	0.13	0.25	0.5289	0.76	0.13	-0.1217	0	1.13	0.63	0.76	0.51	1.26	0.89	0	0.25	1.64	0.13	17.2	1.39	0	0.13	0.25	790	2.78	0	0	0	0.76	4.25	0.76	24.06	7.72	1.51	0	0.2447	0.5915	-0.0918	
1321	655044	0	0.89	0.1607	0.64	2.67	0.0624	0	0	0.38	0	0.7754	0	0	2.79	1.39	0.51	0.13	0.4758	0.51	0.25	-0.1088	0.13	1.27	0.76	1.14	0.38	1.39	1.01	0	0.51	2.41	0.13	15.3	0.76	0.13	0.25	0.13	786	3.18	0	0.64	0.25	0.51	3.89	0.76	23.08	7.37	1.39	0	0.3104	0.6318	-0.1095	
1331	659262	0	0.27	0.1795	0.27	2.73	0.1223	0	0	0	0	0.7681	0	0.55	2.32	0.96	0.27	0	0.529	0	0	-0.0889	0	1.09	0.96	1.5	0.55	1.36	1.09	0	0.96	1.64	0.14	9.86	1.36	0	0	0.68	730	1.91	0	0.55	0.27	0.82	4.74	0.55	23.3	6.98	1.78	0	0.3025	0.5817	-0.0575	
1341	663479	0	0.33	0.1883	0.89	4.44	0.1394	0	0	0.33	0.56	0.7529	0	0.11	1.89	1.22	0.11	0.11	0.5243	0.22	0	-0.0995	0.11	1	0.56	0.78	0.78	1.22	0.56	0	0.56	2.11	0.22	13.3	1.44	0	0.11	0.67	899	2	0	0.33	0.22	1.44	5.17	1.44	22.44	6.22	1.66	0	0.3279	0.5394	-0.1216	
1351	667697	0	0.69	0.1288	0.83	4.02	0.1611	0	0	0.28	0.28	0.7562	0	0.14	2.08	1.24	0.14	0.14	0.5398	0.55	0	-0.118	0	0.97	0.42	1.38	0.28	0.55	0.97	0	0.55	0.97	0	12.2	0.83	0	0.14	0.42	721	1.94	0	0	0.14	0.42	5.26	0.42	23.97	7.35	1.38	0	0.2733	0.5674	-0.1078	
1361	671914	0	0.14	0.1632	1	4.29	0.1095	0	0	0	0.86	0.6683	0	0	1	0.14	0	0	0.5347	0.43	0	-0.1117	0	0.43	0.29	0.14	0.86	1.57	0.57	0	0	2.14	0.14	5.15	1	0.14	0.14	0.29	699	1.43	0	0	0	0.14	4.37	0	22.61	3.43	2	0	0.2367	0.5157	-0.097	
1371	676132	0	0.54	0.1876	0.65	3.24	0.1311	0	0	0.11	0.65	0.7989	0	0	2.27	1.62	0	0.32	0.4793	0.76	0	-0.0828	0.32	0.32	0.76	0.65	0.32	1.29	0.54	0	0.43	2.37	0	7.02	1.51	0.43	0.22	0.32	925	2.91	0	0.11	0.22	0.43	4.6	1.4	23.58	7.89	1.83	0	0.3105	0.6375	-0.0842	
1381	680349	0	0.66	0.1926	0.53	1.99	0.1069	0	0	0	0.13	0.8036	0	0.13	3.05	0.93	0.13	0	0.5046	0.4	0.13	-0.0238	0.4	0.93	0.8	0.8	0.66	1.99	0.26	0	0.93	1.46	0.13	8.11	0.53	0.4	0.26	0.4	752	1.32	0	0	0.13	0.8	4.78	1.06	23.26	7.84	2.26	0.26	0.3198	0.6269	-0.0678	
1391	684567	0	1.2	0.1998	0.53	2.4	0.046	0	0	0.13	0	0.797	0	0.13	2.67	0.93	0.53	0.13	0.4077	0.8	0.27	-0.0778	0.53	1.46	1.33	0.93	0.13	1.73	0.27	0	0.93	1.46	0.13	9.74	1.73	0.53	0	0.13	749	3.07	0.13	0.67	0.27	0.8	3.31	0.93	23.25	10.4	2.26	0.13	0.2809	0.7007	-0.1131	
1401	688784	0	1.1	0.1686	0.74	3.3	0.0668	0	0	0.25	0.12	0.7734	0	0.12	2.2	1.1	0.12	0	0.4748	0.49	0.37	-0.0579	0.25	0.12	0.74	0.61	0.74	1.1	0.49	0	0.49	1.47	0	10.2	1.1	0.12	0.49	0.61	816	1.96	0.12	0.12	0.25	0.74	3.91	0.61	23.47	9.55	2.2	0	0.2615	0.6407	-0.1811	
1411	693002	0	0.13	0.1957	0.67	4.04	0.1399	0	0	0	0.67	0.7471	0	0	1.61	0.94	0.13	0.27	0.5112	0.54	0.4	-0.0521	0	0.27	0.54	1.21	0.27	1.75	0.13	0	0.54	1.34	0	11.1	0.81	0.54	0	0.27	742	1.75	0	0	0.13	0.54	4.87	1.88	23.15	8.49	2.02	0	0.2817	0.5805	-0.094	
1421	697220	0	0.64	0.1429	0	2.05	0.0579	0	0	0.13	0	0.8043	0	0.26	2.43	0.64	0.26	0	0.4757	0.26	0.26	-0.1061	0.13	0.51	0.26	1.15	0.77	1.53	0.38	0	0.51	2.69	0.13	8.71	1.28	0.38	0.77	0.77	780	2.3	0.13	0.13	0	0.64	4.05	0.64	23.48	7.82	1.15	0.13	0.3192	0.6589	-0.0837	
1431	701437	0	0.54	0.2294	0.82	1.36	0.0727	0	0	0	0	0.7641	0	0.27	2.31	1.08	0	0.82	0.4758	0.41	0	-0.0995	0.27	0.95	0.54	1.49	0.95	1.08	0.14	0	0.95	1.77	0	9.12	0.68	0.14	0.27	0.41	734	1.63	0.14	1.22	0	0.54	3.81	1.63	22.41	7.76	2.04	0	0.3077	0.6073	-0.0802	
1441	705655	0	0.51	0.1596	0.9	2.82	0.1087	0	0	0	0.39	0.7643	0	0.13	1.92	0.77	0.13	0.13	0.5252	0.51	0.13	-0.1468	0.13	0.51	0.13	1.41	0.51	0.9	1.28	0	0	2.05	0	12.1	2.05	0.13	0.13	0.64	779	2.31	0	0.26	0	0.77	4.14	0.77	24.04	6.54	1.54	0	0.255	0.59	-0.1285	
1451	709872	0	0.83	0.1661	0.83	3.19	0.0584	0	0	0	0.14	0.8144	0	0.14	1.39	1.39	0	0	0.5815	0.42	0	-0.0482	0	0.56	0.56	0.7	0.83	1.11	0.28	0.28	0.28	1.8	0	7.51	2.08	0	0	0.28	719	0.83	0	0	0	0.42	5.35	1.11	23.9	9.73	1.66	0	0.2756	0.5716	-0.2006	
1461	714090	0	0.53	0.1438	0.8	2.79	0.038	0	0	0.13	0.13	0.825	0	0.26	1.19	0.93	0.26	0	0.5167	0.26	0.26	-0.1418	0	1.06	0.13	1.46	0.53	1.06	0.13	0.13	0.66	2.12	0	7.84	0.93	0.13	0.53	0.53	752	1.46	0	0	0.13	0.4	3.87	1.32	23.62	10.3	1.06	0	0.3192	0.6228	-0.1609	
