# NOAA Paleoclimatology Program - Paleocean Site Data
# md2-2575-tab.txt
# Complete Data
# File Created: 16-Jul-2009
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Dirk Nuernberg
# Core/Site:      MD02-2575
# Latitude:       29.00.06N	( 29.00167)
# Longitude:      87.07.08W	( -87.11889)
# Water Depth(m): 847
#
# Publications:
#   Nuernberg, D., M. Ziegler, C. Karas, R. Tiedemann, and M. Schmidt. 2008. Interacting
#     Loop Current variability and Mississippi River discharge over the past 400 kyr.
#     Earth and Planetary Science Letters, 272(1-2), 278-289.
#------------------
#
# Description & Notes:
#   DeSoto Canyon MD02-2575 400KYr Oxygen Isotope and Geochemical Data
#   
#
# Variables:
#             depth         Depth (cm)
#             calyrBP       calendar years B.P. (B.P. = 1950)
#             susc          Magnetic Susceptibility
#             carb-coar%    Coarse Calcium Carbonate percent
#             d18Og.rub-w   delta O18 PDB (Globigerinoides ruber (white))
#             d18Ou.pereg   delta O18 PDB (Uvigerina peregrina)
#             Mg/Ca-g.rub-w Magnesium/Calcium ratio (Globigerinoides ruber, white) (mmol/mol)
#             sst-mg/ca     Sea surface temperature from Mg/Ca (C)
#             d18Og.crass   delta O18 PDB (Globorotalia crassaformis)
#
# CORE: MD02-2575
depth	calyrBP 	susc	carb-coar%	d18Og.rub-w	d18Ou.pereg	Mg/Ca-g.rub-w	sst-mg/ca	d18Og.crass	
1292	88467	4	-999	-999	-999	-999	-999	-999	
1294	88886	4	-999	-999	-999	-999	-999	-999	
1295	89095	-999	25.059	-0.003	3.849	3.303	24.03	-999	
1296	89305	3	-999	-999	-999	-999	-999	-999	
1298	89724	3	-999	-999	-999	-999	-999	-999	
1300	90143	3	28.287	-0.786	3.919	3.74	25.41	-999	
1302	90562	3	-999	-999	-999	-999	-999	-999	
1304	90981	3	-999	-999	-999	-999	-999	-999	
1305	91190	-999	24.17	-0.361	3.725	3.586	24.94	-999	
1306	91400	3	-999	-999	-999	-999	-999	-999	
1308	91819	3	-999	-999	-999	-999	-999	-999	
1310	92238	4	26.276	-0.438	3.546	3.722	25.35	-999	
1312	92657	2	-999	-999	-999	-999	-999	-999	
1314	93076	2	-999	-999	-999	-999	-999	-999	
1315	93286	-999	25.498	-0.818	3.729	3.747	25.43	-999	
1316	93495	1	-999	-999	-999	-999	-999	-999	
1318	93914	4	-999	-999	-999	-999	-999	-999	
1320	94333	1	22.97	-0.774	3.603	3.346	24.17	-999	
1322	94752	2	-999	-999	-999	-999	-999	-999	
1324	95171	2	-999	-999	-999	-999	-999	-999	
1325	95381	-999	22.144	-0.29	3.541	3.78	25.53	-999	
1326	95590	3	-999	-999	-999	-999	-999	-999	
1328	96010	1	-999	-999	-999	-999	-999	-999	
1330	96429	2	22.52	-0.532	3.462	4.256	26.84	-999	
1332	96848	1	-999	-999	-999	-999	-999	-999	
1334	97267	0	-999	-999	-999	-999	-999	-999	
1335	97476	-999	26.226	-0.703	3.536	4.245	26.81	-999	
1336	97686	2	-999	-999	-999	-999	-999	-999	
1338	98105	1	-999	-999	-999	-999	-999	-999	
1340	98524	2	21.239	-1.158	3.219	4.451	27.34	-999	
1342	98943	2	-999	-999	-999	-999	-999	-999	
1344	99362	2	-999	-999	-999	-999	-999	-999	
1345	99571	-999	25.412	-0.998	3.333	4.271	26.88	-999	
1346	99781	3	-999	-999	-999	-999	-999	-999	
1348	100200	0	23.772	-0.747	3.177	4.33	27.04	-999	
1350	100619	2	-999	-999	-999	-999	-999	-999	
1352	101038	4	24.785	-0.602	3.223	4.609	27.73	-999	
1354	101457	3	-999	-999	-999	-999	-999	-999	
1355	101667	-999	24.569	-0.57	3.502	4.451	27.34	-999	
1356	101876	3	-999	-999	-999	-999	-999	-999	
1358	102295	3	-999	-999	-999	-999	-999	-999	
1360	102714	4	26.058	-0.429	3.562	4.407	27.23	-999	
1362	103133	3	-999	-999	-999	-999	-999	-999	
1364	103552	4	-999	-999	-999	-999	-999	-999	
1365	103762	-999	32.156	-0.474	3.4	4.724	28	-999	
1366	103971	2	-999	-999	-999	-999	-999	-999	
1368	104390	2	-999	-999	-999	-999	-999	-999	
1370	104810	4	34.691	-0.367	3.53	4.13	26.51	-999	
1372	105229	4	-999	-999	-999	-999	-999	-999	
1374	105648	4	-999	-999	-999	-999	-999	-999	
1375	105857	-999	18.469	-0.733	3.543	3.781	25.53	-999	
1376	106067	5	-999	-999	-999	-999	-999	-999	
1378	106486	5	-999	-999	-999	-999	-999	-999	
1380	106905	5	26.707	-0.492	3.403	4.052	26.3	-999	
1382	107324	4	-999	-999	-999	-999	-999	-999	
1384	107743	3	-999	-999	-999	-999	-999	-999	
1385	107952	-999	38.913	-0.666	3.667	3.716	25.34	-999	
1386	108162	2	-999	-999	-999	-999	-999	-999	
1388	108581	1	-999	-999	-999	-999	-999	-999	
1390	109000	1	39.532	-0.727	3.844	3.82	25.64	-999	
1392	109667	2	-999	-999	-999	-999	-999	-999	
1394	110333	2	-999	-999	-999	-999	-999	-999	
1395	110667	-999	30.532	-0.696	3.368	3.967	26.06	-999	
1396	111000	3	-999	-999	-999	-999	-999	-999	
1398	111667	3	-999	-999	-999	-999	-999	-999	
1400	112333	4	39.915	-0.167	2.955	3.698	25.28	-999	
1402	113000	4	-999	-999	-999	-999	-999	-999	
1404	113667	4	-999	-999	-999	-999	-999	-999	
1405	114000	-999	32.977	-0.747	3.533	4.266	26.87	-999	
1406	114333	4	-999	-999	-999	-999	-999	-999	
1408	115000	5	-999	-999	-999	-999	-999	-999	
1410	115667	6	39.265	-0.469	3.421	4.108	26.45	-999	
1412	116333	8	-999	-999	-999	-999	-999	-999	
1414	117000	8	-999	-999	-999	-999	-999	-999	
1415	117333	-999	29.791	-1.614	2.985	4.397	27.21	-999	
1416	117667	8	-999	-999	-999	-999	-999	-999	
1420	119000	7	35.711	-1.32	2.737	4.116	26.47	-999	
1422	119291	9	-999	-999	-999	-999	-999	-999	
1424	119582	9	-999	-999	-999	-999	-999	-999	
1425	119727	-999	26.983	-1.474	2.989	4.675	27.89	-999	
1426	119873	10	-999	-999	-999	-999	-999	-999	
1428	120164	9	-999	-999	-999	-999	-999	-999	
1430	120455	11	15.828	-1.369	2.668	5.19	29.05	-999	
1432	120745	9	-999	-999	-999	-999	-999	-999	
1434	121036	10	-999	-999	-999	-999	-999	-999	
1435	121182	-999	24.127	-1.926	2.689	5.6	29.89	-999	
1436	121327	9	-999	-999	-999	-999	-999	-999	
1438	121618	10	-999	-999	-999	-999	-999	-999	
1440	121909	10	27.302	-1.652	2.641	5.02	28.68	-999	
1442	122200	10	-999	-999	-999	-999	-999	-999	
1444	122491	9	-999	-999	-999	-999	-999	-999	
1445	122636	-999	26.832	-1.684	2.602	5.09	28.83	-999	
1446	122782	8	-999	-999	-999	-999	-999	-999	
1448	123073	10	-999	-999	-999	-999	-999	-999	
1450	123364	10	25.972	-1.638	2.519	4.969	28.56	-999	
1452	123655	9	-999	-999	-999	-999	-999	-999	
1454	123945	11	-999	-999	-999	-999	-999	-999	
1455	124091	-999	24.651	-1.539	2.677	4.813	28.21	-999	
1456	124236	10	-999	-999	-999	-999	-999	-999	
1458	124527	8	-999	-999	-999	-999	-999	-999	
1460	124818	11	24.035	-1.807	2.594	4.934	28.49	-999	
1462	125109	11	-999	-999	-999	-999	-999	-999	
1464	125400	7	-999	-999	-999	-999	-999	-999	
1465	125545	-999	25.589	-1.942	2.653	4.938	28.49	-999	
1466	125691	10	-999	-999	-999	-999	-999	-999	
1468	125982	10	-999	-999	-999	-999	-999	-999	
1470	126273	11	20.376	-1.756	2.707	4.593	27.69	-999	
1472	126564	12	-999	-999	-999	-999	-999	-999	
1474	126855	12	-999	-999	-999	-999	-999	-999	
1475	127000	-999	13.564	-1.838	2.68	4.299	26.96	-999	
1476	127145	12	-999	-999	-999	-999	-999	-999	
1478	127436	11	-999	-999	-999	-999	-999	-999	
1480	127727	11	16.119	-1.877	2.692	4.59	27.68	-999	
1482	128018	11	-999	-999	-999	-999	-999	-999	
1484	128309	11	-999	-999	-999	-999	-999	-999	
1485	128455	-999	17.11	-0.864	2.81	3.857	25.75	-999	
1486	128600	12	-999	-999	-999	-999	-999	-999	
1488	128891	10	-999	-999	-999	-999	-999	-999	
1490	129182	12	18.12	-0.888	3.082	4.022	26.22	-999	
1492	129473	11	-999	-999	-999	-999	-999	-999	
1494	129764	11	-999	-999	-999	-999	-999	-999	
1495	129909	-999	26.739	-0.459	3.475	4.217	26.74	-999	
1496	130055	13	-999	-999	-999	-999	-999	-999	
1498	130345	9	17.56	-0.98	3.23	4.084	26.39	-999	
1500	130636	9	-999	-999	-999	-999	-999	-999	
1502	130927	11	14.204	0.7	3.663	4.208	26.72	-999	
1504	131218	11	-999	-999	-999	-999	-999	-999	
1505	131364	-999	11.936	0.206	4.073	4.091	26.4	-999	
1506	131509	12	-999	-999	-999	-999	-999	-999	
1508	131800	13	-999	-999	-999	-999	-999	-999	
1510	132091	13	15.21	0.709	3.361	3.875	25.8	-999	
1512	132382	13	-999	-999	-999	-999	-999	-999	
1514	132673	12	-999	-999	-999	-999	-999	-999	
1515	132818	-999	15.575	0.538	4.29	3.59	24.95	-999	
1516	132964	11	-999	-999	-999	-999	-999	-999	
1518	133255	12	-999	-999	-999	-999	-999	-999	
1520	133545	11	19.578	-0.358	3.759	3.99	26.13	-999	
1522	133836	11	-999	-999	-999	-999	-999	-999	
1524	134127	12	-999	-999	-999	-999	-999	-999	
1525	134273	-999	19.193	0.717	4.228	3.694	25.27	-999	
1526	134418	11	-999	-999	-999	-999	-999	-999	
1528	134709	11	-999	-999	-999	-999	-999	-999	
1530	135000	10	23.259	1.188	4.304	3.464	24.56	-999	
1532	135261	12	-999	-999	-999	-999	-999	-999	
1534	135522	13	-999	-999	-999	-999	-999	-999	
1535	135652	-999	18.944	0.605	4.319	3.705	25.3	-999	
1536	135783	11	-999	-999	-999	-999	-999	-999	
1538	136043	12	-999	-999	-999	-999	-999	-999	
1540	136304	13	17.534	0.311	4.288	3.632	25.08	-999	
1542	136565	11	-999	-999	-999	-999	-999	-999	
1544	136826	12	-999	-999	-999	-999	-999	-999	
1545	136957	-999	16.2	0.858	4.179	3.642	25.11	-999	
1546	137087	11	-999	-999	-999	-999	-999	-999	
1548	137348	11	-999	-999	-999	-999	-999	-999	
1550	137609	11	16.783	0.944	4.245	3.473	24.58	-999	
1552	137870	12	-999	-999	-999	-999	-999	-999	
1554	138130	13	-999	-999	-999	-999	-999	-999	
1555	138261	-999	15.503	0.921	4.266	3.649	25.13	-999	
1556	138391	11	-999	-999	-999	-999	-999	-999	
1558	138652	12	-999	-999	-999	-999	-999	-999	
1560	138913	13	-999	0.339	4.104	3.581	24.92	-999	
1562	139174	13	-999	-999	-999	-999	-999	-999	
1564	139435	11	-999	-999	-999	-999	-999	-999	
1565	139565	-999	16.09	0.643	4.372	3.861	25.76	-999	
1566	139696	8	-999	-999	-999	-999	-999	-999	
1568	139957	11	-999	-999	-999	-999	-999	-999	
1570	140217	13	16.421	0.732	4.147	3.722	25.35	-999	
1572	140478	12	-999	-999	-999	-999	-999	-999	
1574	140739	12	-999	-999	-999	-999	-999	-999	
1575	140870	-999	15.111	0.603	4.222	3.871	25.79	-999	
1576	141000	13	-999	-999	-999	-999	-999	-999	
1578	141261	13	-999	-999	-999	-999	-999	-999	
1580	141522	15	15.312	0.664	4.081	3.723	25.36	-999	
1582	141783	15	-999	-999	-999	-999	-999	-999	
1584	142043	12	-999	-999	-999	-999	-999	-999	
1585	142174	-999	16.351	0.884	-999	3.676	25.22	-999	
1586	142304	15	-999	-999	-999	-999	-999	-999	
1588	142565	15	-999	-999	-999	-999	-999	-999	
1590	142826	14	-999	0.557	4.368	3.79	25.56	-999	
1592	143087	16	-999	-999	-999	-999	-999	-999	
1594	143348	16	-999	-999	-999	-999	-999	-999	
1595	143478	-999	14.216	0.049	4.14	3.493	24.65	-999	
1596	143609	15	-999	-999	-999	-999	-999	-999	
1598	143870	15	-999	-999	-999	-999	-999	-999	
1600	144130	14	14.183	0.784	4.421	3.34	24.15	-999	
1602	144391	13	-999	-999	-999	-999	-999	-999	
1604	144652	13	-999	-999	-999	-999	-999	-999	
1605	144783	-999	15.408	0.517	4.147	3.839	25.7	-999	
1606	144913	14	-999	-999	-999	-999	-999	-999	
1608	145174	12	-999	-999	-999	-999	-999	-999	
1610	145435	14	12.301	0.334	4.288	3.411	24.38	-999	
1612	145696	13	-999	-999	-999	-999	-999	-999	
1614	145957	13	-999	-999	-999	-999	-999	-999	
1615	146087	-999	16.537	-0.015	4.152	3.644	25.12	-999	
1616	146217	15	-999	-999	-999	-999	-999	-999	
1618	146478	14	-999	-999	-999	-999	-999	-999	
1620	146739	13	18.749	0.411	4.143	3.758	25.46	-999	
1622	147000	14	-999	-999	-999	-999	-999	-999	
1624	147261	14	-999	-999	-999	-999	-999	-999	
1625	147391	-999	15.867	0.355	4.087	3.454	24.52	-999	
1626	147522	15	-999	-999	-999	-999	-999	-999	
1628	147783	14	-999	-999	-999	-999	-999	-999	
1630	148043	15	-999	0.254	3.984	3.414	24.39	-999	
1632	148304	16	-999	-999	-999	-999	-999	-999	
1634	148565	16	-999	-999	-999	-999	-999	-999	
1635	148696	-999	15.28	0.19	4.164	3.478	24.6	-999	
1636	148826	12	-999	-999	-999	-999	-999	-999	
1638	149087	16	-999	-999	-999	-999	-999	-999	
1640	149348	16	17.25	0.5	4.012	4.045	26.28	-999	
1642	149609	15	-999	-999	-999	-999	-999	-999	
1644	149870	15	-999	-999	-999	-999	-999	-999	
1645	150000	-999	18.871	0.767	4.061	3.405	24.36	-999	
1648	150391	16	16.178	0.475	3.937	3.69	25.26	-999	
1650	150652	17	-999	-999	-999	-999	-999	-999	
1652	150913	17	13.243	0.401	4.016	3.955	26.03	-999	
1654	151174	16	-999	-999	-999	-999	-999	-999	
1655	151304	-999	-999	0.664	4.149	4.216	26.74	-999	
1656	151435	16	-999	-999	-999	-999	-999	-999	
1658	151696	16	-999	-999	-999	-999	-999	-999	
1660	151957	15	17.352	0.611	4.213	3.919	25.93	-999	
1662	152217	16	-999	-999	-999	-999	-999	-999	
1664	152478	16	-999	-999	-999	-999	-999	-999	
1665	152609	-999	-999	0.757	3.914	3.695	25.27	-999	
1666	152739	15	-999	-999	-999	-999	-999	-999	
1668	153000	15	-999	-999	-999	-999	-999	-999	
1670	153261	15	15.389	0.773	4.241	4.044	26.28	-999	
1672	153522	14	-999	-999	-999	-999	-999	-999	
1674	153783	14	-999	-999	-999	-999	-999	-999	
1675	153913	-999	-999	1.061	4.19	3.545	24.81	-999	
1676	154043	16	-999	-999	-999	-999	-999	-999	
1678	154304	15	-999	-999	-999	-999	-999	-999	
1680	154565	16	16.139	1.12	3.726	3.804	25.6	-999	
1682	154826	16	-999	-999	-999	-999	-999	-999	
1684	155087	14	-999	-999	-999	-999	-999	-999	
1685	155217	-999	-999	1.156	4.259	3.804	25.6	-999	
1686	155348	15	-999	-999	-999	-999	-999	-999	
1688	155609	13	-999	-999	-999	-999	-999	-999	
1690	155870	14	15.725	0.671	4.124	3.74	25.41	-999	
1692	156130	15	-999	-999	-999	-999	-999	-999	
1694	156391	16	-999	-999	-999	-999	-999	-999	
1695	156522	-999	-999	0.648	4.493	3.748	25.43	-999	
1696	156652	14	-999	-999	-999	-999	-999	-999	
1698	156913	13	-999	-999	-999	-999	-999	-999	
1700	157174	12	16.786	0.469	4.294	3.555	24.84	-999	
1702	157435	12	-999	-999	-999	-999	-999	-999	
1704	157696	14	-999	-999	-999	-999	-999	-999	
1705	157826	-999	-999	0.564	4.421	3.821	25.65	-999	
1706	157957	13	-999	-999	-999	-999	-999	-999	
1708	158217	12	-999	-999	-999	-999	-999	-999	
1710	158478	13	20.579	0.169	4.228	4.051	26.29	-999	
1712	158739	12	-999	-999	-999	-999	-999	-999	
1714	159000	11	-999	-999	-999	-999	-999	-999	
1715	159130	-999	-999	0.344	4.213	3.491	24.64	-999	
1716	159261	10	-999	-999	-999	-999	-999	-999	
1718	159522	11	-999	-999	-999	-999	-999	-999	
1720	159783	12	17.817	0.045	4.362	3.998	26.15	-999	
1722	160043	13	-999	-999	-999	-999	-999	-999	
1724	160304	14	-999	-999	-999	-999	-999	-999	
1725	160435	-999	-999	0.514	4.052	4.145	26.55	-999	
1726	160565	11	-999	-999	-999	-999	-999	-999	
1728	160826	12	-999	-999	-999	-999	-999	-999	
1730	161087	12	17.639	0.632	4.259	3.86	25.76	-999	
1732	161348	11	-999	-999	-999	-999	-999	-999	
1734	161609	11	-999	-999	-999	-999	-999	-999	
1735	161739	-999	-999	0.236	4.119	3.936	25.97	-999	
1736	161870	12	-999	-999	-999	-999	-999	-999	
1738	162130	11	-999	-999	-999	-999	-999	-999	
1740	162391	11	18.704	-0.209	4.331	3.856	25.75	-999	
1742	162652	10	-999	-999	-999	-999	-999	-999	
1744	162913	10	-999	-999	-999	-999	-999	-999	
1745	163043	-999	-999	-0.284	4.067	3.899	25.87	-999	
1746	163174	9	-999	-999	-999	-999	-999	-999	
1748	163435	11	-999	-999	-999	-999	-999	-999	
1750	163696	10	25.422	-0.039	4.188	3.759	25.46	-999	
1752	163957	11	-999	-999	-999	-999	-999	-999	
1754	164217	10	-999	-999	-999	-999	-999	-999	
1755	164348	-999	-999	-0.284	4.217	4.196	26.69	-999	
1756	164478	10	-999	-999	-999	-999	-999	-999	
1758	164739	10	-999	-999	-999	-999	-999	-999	
1760	165000	10	27.011	-0.493	4.208	3.695	25.27	-999	
1762	165341	10	-999	-999	-999	-999	-999	-999	
1764	165681	11	-999	-999	-999	-999	-999	-999	
1765	165852	-999	-999	-0.11	4.128	4.03	26.24	-999	
1766	166022	12	-999	-999	-999	-999	-999	-999	
1768	166363	12	-999	-999	-999	-999	-999	-999	
1770	166704	11	31.837	-0.756	4.068	3.919	25.93	-999	
1772	167044	10	-999	-999	-999	-999	-999	-999	
1774	167385	12	-999	-999	-999	-999	-999	-999	
1775	167556	-999	-999	-0.919	3.9	3.751	25.44	-999	
1776	167726	12	-999	-999	-999	-999	-999	-999	
1778	168067	11	-999	-999	-999	-999	-999	-999	
1780	168407	12	31.263	-0.458	3.663	4.038	26.26	-999	
1782	168748	11	-999	-999	-999	-999	-999	-999	
1784	169089	12	-999	-999	-999	-999	-999	-999	
1785	169259	-999	-999	-1.469	3.826	3.921	25.93	-999	
1786	169430	11	-999	-999	-999	-999	-999	-999	
1788	169770	11	-999	-999	-999	-999	-999	-999	
1790	170111	11	26.908	-0.502	3.752	4.03	26.24	-999	
1792	170452	11	-999	-999	-999	-999	-999	-999	
1794	170793	10	-999	-999	-999	-999	-999	-999	
1795	170963	-999	-999	-1.157	4.005	3.569	24.89	-999	
1796	171133	9	-999	-999	-999	-999	-999	-999	
1798	171474	11	20.241	-0.369	4.023	3.722	25.35	-999	
1800	171815	10	-999	-999	-999	-999	-999	-999	
1802	172156	9	-999	-0.198	3.939	3.776	25.51	-999	
1804	172496	10	-999	-999	-999	-999	-999	-999	
1805	172667	-999	19.875	-0.281	3.778	4.218	26.74	-999	
1806	172837	9	-999	-999	-999	-999	-999	-999	
1808	173178	9	-999	-999	-999	-999	-999	-999	
1810	173519	8	-999	-0.281	3.527	3.738	25.4	-999	
1812	173859	8	-999	-999	-999	-999	-999	-999	
1814	174200	9	-999	-999	-999	-999	-999	-999	
1815	174370	-999	31.223	0.03	4.254	3.898	25.87	-999	
1816	174541	8	-999	-999	-999	-999	-999	-999	
1818	174881	9	-999	-999	-999	-999	-999	-999	
1820	175222	7	-999	0	3.93	3.651	25.14	-999	
1822	175563	9	-999	-999	-999	-999	-999	-999	
1824	175904	9	-999	-999	-999	-999	-999	-999	
1825	176074	-999	22.198	0.59	4.051	3.903	25.88	-999	
1826	176244	9	-999	-999	-999	-999	-999	-999	
1828	176585	9	-999	-999	-999	-999	-999	-999	
1830	176926	9	-999	0.305	4.001	3.632	25.08	-999	
1832	177267	10	-999	-999	-999	-999	-999	-999	
1834	177607	10	-999	-999	-999	-999	-999	-999	
1835	177778	-999	18.367	-0.009	4.062	3.462	24.55	-999	
1836	177948	9	-999	-999	-999	-999	-999	-999	
1838	178289	11	-999	-999	-999	-999	-999	-999	
1840	178630	11	-999	-0.114	3.84	3.572	24.9	-999	
1842	178970	11	-999	-999	-999	-999	-999	-999	
1844	179311	10	-999	-999	-999	-999	-999	-999	
1845	179481	-999	19.498	-0.026	3.952	3.617	25.04	-999	
1846	179652	11	-999	-999	-999	-999	-999	-999	
1848	179993	10	-999	-999	-999	-999	-999	-999	
1850	180333	9	-999	-0.295	4.17	3.383	24.29	-999	
1852	180674	11	-999	-999	-999	-999	-999	-999	
1854	181015	10	-999	-999	-999	-999	-999	-999	
1855	181185	-999	23.224	-0.528	3.983	3.228	23.77	-999	
1856	181356	9	-999	-999	-999	-999	-999	-999	
1858	181696	10	-999	-999	-999	-999	-999	-999	
1860	182037	11	-999	-0.623	4.048	3.6	24.98	-999	
1862	182378	11	-999	-999	-999	-999	-999	-999	
1864	182719	11	-999	-999	-999	-999	-999	-999	
1865	182889	-999	23.919	-0.62	3.978	3.351	24.19	-999	
1866	183059	11	-999	-999	-999	-999	-999	-999	
1868	183400	9	-999	-999	-999	-999	-999	-999	
1870	183741	12	-999	-0.303	3.816	3.613	25.02	-999	
1872	184081	12	-999	-999	-999	-999	-999	-999	
1874	184422	12	-999	-999	-999	-999	-999	-999	
1875	184593	-999	21.155	-0.528	3.825	3.378	24.28	-999	
1876	184763	12	-999	-999	-999	-999	-999	-999	
1878	185104	12	-999	-999	-999	-999	-999	-999	
1880	185444	11	-999	-0.609	3.826	4.082	26.38	-999	
1882	185785	12	-999	-999	-999	-999	-999	-999	
1884	186126	13	-999	-999	-999	-999	-999	-999	
1885	186296	-999	19.842	-0.481	3.971	3.908	25.9	-999	
1886	186467	12	-999	-999	-999	-999	-999	-999	
1888	186807	11	-999	-999	-999	-999	-999	-999	
1890	187148	13	-999	-0.614	3.72	3.734	25.39	-999	
1892	187489	13	-999	-999	-999	-999	-999	-999	
1894	187830	13	-999	-999	-999	-999	-999	-999	
1895	188000	-999	20.798	-0.469	4.089	4.107	26.45	-999	
1896	188232	13	-999	-999	-999	-999	-999	-999	
1898	188696	14	-999	-999	-999	-999	-999	-999	
1900	189160	13	-999	-0.474	3.795	4.312	26.99	-999	
1902	189624	12	-999	-999	-999	-999	-999	-999	
1904	190088	11	-999	-999	-999	-999	-999	-999	
1905	190320	-999	18.491	-0.72	3.574	4.1	26.43	-999	
1906	190552	11	-999	-999	-999	-999	-999	-999	
1908	191016	12	-999	-999	-999	-999	-999	-999	
1910	191480	10	-999	-1.017	3.286	4.042	26.27	-999	
1912	191944	11	-999	-999	-999	-999	-999	-999	
1914	192408	9	-999	-999	-999	-999	-999	-999	
1915	192640	-999	18.881	-0.625	2.914	3.858	25.75	-999	
1916	192872	9	-999	-999	-999	-999	-999	-999	
1918	193336	9	-999	-999	-999	-999	-999	-999	
1920	193800	9	-999	-1.033	2.856	4.427	27.28	-999	
1922	194264	7	-999	-999	-999	-999	-999	-999	
1924	194728	8	-999	-999	-999	-999	-999	-999	
1925	194960	-999	21.776	-0.928	3.556	4.437	27.31	-999	
1926	195192	7	-999	-999	-999	-999	-999	-999	
1928	195656	7	-999	-999	-999	-999	-999	-999	
1930	196120	6	-999	-0.856	3.212	5.01	28.66	-999	
1932	196584	8	-999	-999	-999	-999	-999	-999	
1934	197048	14	-999	-999	-999	-999	-999	-999	
1935	197280	-999	24.415	-0.899	2.878	4.678	27.89	-999	
1936	197512	7	-999	-999	-999	-999	-999	-999	
1938	197976	8	-999	-999	-999	-999	-999	-999	
1940	198440	7	-999	-1.127	3.374	5.05	28.74	-999	
1942	198904	6	-999	-999	-999	-999	-999	-999	
1944	199368	5	-999	-999	-999	-999	-999	-999	
1945	199600	-999	21.532	-0.523	3.456	4.048	26.29	-999	
1948	200296	6	-999	-0.536	3.571	4.328	27.03	-999	
1950	200760	5	-999	-999	-999	-999	-999	-999	
1952	201224	7	21.945	-0.462	3.394	3.76	25.47	-999	
1954	201688	6	-999	-999	-999	-999	-999	-999	
1955	201920	-999	-999	-0.528	3.294	3.766	25.48	-999	
1956	202152	5	-999	-999	-999	-999	-999	-999	
1958	202616	6	-999	-999	-999	-999	-999	-999	
1960	203080	7	21.484	-0.348	3.397	3.859	25.76	-999	
1962	203544	4	-999	-999	-999	-999	-999	-999	
1964	204008	7	-999	-999	-999	-999	-999	-999	
1965	204240	-999	-999	-0.429	3.506	3.594	24.96	-999	
1966	204472	8	-999	-999	-999	-999	-999	-999	
1968	204936	8	-999	-999	-999	-999	-999	-999	
1970	205400	8	22.825	-0.416	3.142	3.705	25.3	-999	
1972	205864	9	-999	-999	-999	-999	-999	-999	
1974	206328	7	-999	-999	-999	-999	-999	-999	
1975	206560	-999	-999	-0.761	3.29	3.645	25.12	-999	
1976	206792	9	-999	-999	-999	-999	-999	-999	
1978	207256	10	-999	-999	-999	-999	-999	-999	
1980	207720	10	20.259	-1.07	3.235	3.856	25.75	-999	
1982	208184	12	-999	-999	-999	-999	-999	-999	
1984	208648	9	-999	-999	-999	-999	-999	-999	
1985	208880	-999	-999	-1.008	3.191	3.533	24.77	-999	
1986	209112	12	-999	-999	-999	-999	-999	-999	
1988	209576	12	-999	-999	-999	-999	-999	-999	
1990	210040	13	26.562	-0.828	3.022	4.117	26.47	-999	
1992	210504	14	-999	-999	-999	-999	-999	-999	
1994	210968	13	-999	-999	-999	-999	-999	-999	
1995	211200	-999	-999	-0.709	3.04	4.344	27.07	-999	
1996	211432	12	-999	-999	-999	-999	-999	-999	
1998	211896	14	-999	-999	-999	-999	-999	-999	
2000	212360	13	15.094	-0.938	2.769	4.332	27.04	-999	
2002	212824	14	-999	-999	-999	-999	-999	-999	
2004	213288	12	-999	-999	-999	-999	-999	-999	
2005	213520	-999	-999	-1.069	2.731	4.143	26.54	-999	
2006	213752	14	-999	-999	-999	-999	-999	-999	
2008	214216	13	-999	-999	-999	-999	-999	-999	
2010	214680	12	19.6	-1.225	2.623	4.092	26.41	-999	
2012	215144	12	-999	-999	-999	-999	-999	-999	
2014	215608	12	-999	-999	-999	-999	-999	-999	
2015	215840	-999	-999	-1.344	2.617	4.665	27.86	-999	
2016	216072	12	-999	-999	-999	-999	-999	-999	
2018	216536	12	-999	-999	-999	-999	-999	-999	
2020	217000	13	13.644	-1.982	2.546	4.579	27.66	-999	
2022	217800	12	-999	-999	-999	-999	-999	-999	
2024	218600	13	-999	-999	-999	-999	-999	-999	
2025	219000	-999	-999	-0.611	2.985	4.145	26.55	-999	
2026	219400	12	-999	-999	-999	-999	-999	-999	
2028	220200	13	-999	-999	-999	-999	-999	-999	
2030	221000	13	16.137	-0.97	3.56	4.413	27.25	-999	
2032	221800	12	-999	-999	-999	-999	-999	-999	
2034	222600	12	-999	-999	-999	-999	-999	-999	
2035	223000	-999	-999	-1.095	4.281	4.229	26.77	-999	
2036	223119	11	-999	-999	-999	-999	-999	-999	
2038	223356	13	-999	-999	-999	-999	-999	-999	
2040	223593	14	19.17	-1.375	4.272	4.742	28.04	-999	
2042	223830	13	-999	-999	-999	-999	-999	-999	
2044	224067	12	-999	-999	-999	-999	-999	-999	
2045	224185	-999	-999	-0.663	4.135	4.439	27.31	-999	
2046	224304	13	-999	-999	-999	-999	-999	-999	
2048	224541	11	-999	-999	-999	-999	-999	-999	
2050	224778	11	19.32	-0.569	4.227	4.032	26.24	-999	
2052	225015	11	-999	-999	-999	-999	-999	-999	
2054	225252	11	-999	-999	-999	-999	-999	-999	
2055	225370	-999	-999	-0.58	3.304	3.857	25.75	-999	
